Fp1,Fp2,F3,F4
-9.600175755021626012e-01,-8.512796368492300259e-01,-1.099715437757208480e+00,-9.120166967270544323e-01
-1.676266684555310249e+00,-1.312976103517464299e+00,-1.834986646215885919e+00,-1.592453350327544648e+00
-5.647778594843265720e-01,-5.513452226090437280e-01,-4.572243555014759986e-01,-5.365389665101102379e-01
-8.370965150259632725e-01,-7.232166770854687732e-01,-8.270160261935196599e-01,-7.952416892746650978e-01
1.873616770687766830e-01,2.212634035711398273e-01,2.484273448338767121e-01,1.779935932153378364e-01
1.058606855682103332e+00,8.668854708929278896e-01,1.245540829883328371e+00,1.005676512897998087e+00
1.033695556344934374e+00,8.277147839700796927e-01,1.147949716212096183e+00,9.820107785276875889e-01
1.532869570746590249e+00,1.279839201845032193e+00,1.640589286701660932e+00,1.456226092209260692e+00
6.750236370798731178e-01,5.487624228904380841e-01,7.910090492235698489e-01,6.412724552258793898e-01
5.083383433452477451e-01,3.370459258426985460e-01,5.288108966923970033e-01,4.829214261779853357e-01
-4.090293138813316798e-01,-2.260251706133040439e-01,-4.595384832265318464e-01,-3.885778481872650958e-01
-1.028405379406912790e+00,-1.189225944103099897e+00,-1.241489462916873343e+00,-9.769851104365671057e-01
-1.653412944136215312e+00,-1.441938391298104749e+00,-1.893602605272601824e+00,-1.570742296929404480e+00
-2.086548903074110228e+00,-1.993126289392476380e+00,-2.260288070753694978e+00,-1.982221457920404717e+00
-2.019201041469392166e+00,-1.900470533138300722e+00,-2.191354071168023498e+00,-1.918240989395922469e+00
-1.576385973141687380e+00,-1.430548586272938127e+00,-1.865800138592962787e+00,-1.497566674484603011e+00
-5.252758230103000692e-01,-3.427729372542909769e-01,-4.644625107034416889e-01,-4.990120318597850435e-01
4.906439511424454114e-01,6.425176504011110845e-01,6.318752860628288337e-01,4.661117535853231408e-01
1.841688555515862635e+00,1.568116704378465176e+00,1.954920971738194124e+00,1.749604127740069348e+00
2.210790568365926134e+00,1.984193136451464223e+00,2.471381031322257282e+00,2.100251039947629739e+00
2.373693078310458837e+00,2.118608942324051725e+00,2.724612032218133972e+00,2.255008424394935762e+00
2.425773613154753594e+00,2.201514280017782266e+00,2.557002441671895276e+00,2.304484932497016025e+00
1.378931033680274698e+00,1.107601535701771001e+00,1.370422838680939170e+00,1.309984481996260941e+00
4.896616729136438195e-03,1.167724785812093713e-01,1.598523029671813922e-01,4.651785892679616286e-03
-8.737723482649731865e-01,-6.939092785079168380e-01,-8.741074543957594312e-01,-8.300837308517244884e-01
-1.801255998693276572e+00,-1.659685212863836190e+00,-2.130985724472672427e+00,-1.711193198758612644e+00
-1.716424553533926201e+00,-1.610810871870067329e+00,-1.922659624255730337e+00,-1.630603325857229891e+00
-1.456632601342126687e+00,-1.315708977676195879e+00,-1.626281047176791894e+00,-1.383800971275020331e+00
-1.660728214320856155e+00,-1.477163304705122693e+00,-1.702378478548848717e+00,-1.577691803604813314e+00
-1.037341941088070651e+00,-9.158524516272269489e-01,-1.224743274897933221e+00,-9.854748440336670301e-01
1.979346191132415611e-01,9.533352255079488580e-02,3.899960972536121728e-01,1.880378881575794636e-01
4.906508169387491791e-01,3.921168425042588224e-01,7.860273708998357645e-01,4.661182760918117229e-01
1.748408949853241356e+00,1.604950045592355767e+00,1.910648020632200517e+00,1.660988502360579266e+00
1.341522108668862456e+00,1.235015020814473674e+00,1.574436971245252614e+00,1.274446003235419234e+00
8.474641692566127205e-01,6.972395896790536396e-01,9.623401095437896791e-01,8.050909607937820622e-01
4.122200488085813741e-01,4.271873342990563094e-01,5.758100933171733660e-01,3.916090463681523026e-01
-2.690796550073138449e-01,-3.236064532895852608e-01,-2.811581247021940899e-01,-2.556256722569481554e-01
-1.135141607873428660e+00,-9.360424084799396915e-01,-1.115235021805244697e+00,-1.078384527479757216e+00
-1.421206440054085807e+00,-1.273299794828904652e+00,-1.631287326652675729e+00,-1.350146118051381405e+00
-1.623754529254331391e+00,-1.516775847245277475e+00,-1.891629181005087812e+00,-1.542566802791614844e+00
-1.010701721565282485e+00,-1.053165010289276005e+00,-1.089180968825249396e+00,-9.601666354870183051e-01
-7.175494174558664229e-01,-6.434658856816388717e-01,-7.725539294992308514e-01,-6.816719465830730629e-01
4.471921948155733184e-01,1.197278464682873245e-01,5.203144050379322483e-01,4.248325850747946553e-01
1.617203474279004904e+00,1.534711162028884246e+00,1.748559345018718236e+00,1.536343300565054637e+00
1.763882394682649180e+00,1.540253267171953100e+00,1.902740187234175151e+00,1.675688274948516687e+00
2.132097226786304756e+00,1.879294381436039441e+00,2.203059617294058192e+00,2.025492365446989407e+00
1.998939379494168778e+00,1.776365761281561761e+00,2.238113602267471247e+00,1.898992410519460217e+00
1.202635042783880337e+00,1.009671976287894513e+00,1.171845059493197727e+00,1.142503290644686365e+00
7.555380937624880944e-02,-1.093982761289156308e-01,1.662299842062476829e-01,7.177611890743636203e-02
-7.677912891475436874e-01,-7.732933367008277825e-01,-9.047725880902365292e-01,-7.294017246901665086e-01
-1.802951413443359518e+00,-1.563441552610119079e+00,-2.091666585617485641e+00,-1.712803842771191354e+00
-2.125123743796459408e+00,-1.936357859005404247e+00,-2.395419710610009023e+00,-2.018867556606636526e+00
-2.474450608656562522e+00,-2.253885158036758707e+00,-2.651913826180170020e+00,-2.350728078223734308e+00
-1.784584658712755401e+00,-1.551196246620111907e+00,-2.131606134932513275e+00,-1.695355425777117508e+00
-1.206571575081139658e+00,-1.210899633030858125e+00,-1.362254082802041744e+00,-1.146242996327082597e+00
-8.480073028155352133e-02,-5.072123106227656442e-02,-1.793631315872541987e-01,-8.056069376747583555e-02
7.071196928797062187e-01,5.920862298001465795e-01,9.481789413748814566e-01,6.717637082357208467e-01
1.657328321516747582e+00,1.490557914118451066e+00,1.888615199466981531e+00,1.574461905440910137e+00
1.889815045057340992e+00,1.623106679253194073e+00,1.994671224829292600e+00,1.795324292804473920e+00
1.956886981979220508e+00,1.698532146299079448e+00,2.055320171667247120e+00,1.859042632880259394e+00
1.465830729453014625e+00,1.195138933205124543e+00,1.705110381693454968e+00,1.392539192980363882e+00
7.779725924754109512e-01,6.996880759956238816e-01,7.422706365138505014e-01,7.390739628516403981e-01
-7.685048645130726497e-02,-3.001610865091058900e-01,-3.677171931362473861e-02,-7.300796212874190172e-02
-8.325329847184995691e-01,-8.343831344504009095e-01,-1.113807993608376901e+00,-7.909063354825746073e-01
-1.097541966934926672e+00,-1.086675239073102039e+00,-1.120471011204765777e+00,-1.042664868588180305e+00
-1.233040584060257627e+00,-1.206248189110840086e+00,-1.227278466398278089e+00,-1.171388554857244690e+00
-1.201708490466436352e+00,-1.024091032558807735e+00,-1.100990020492389032e+00,-1.141623065943114579e+00
-2.888564874944638539e-01,-2.999329926309790562e-01,-3.280408033271317580e-01,-2.744136631197406362e-01
4.984044323888204842e-01,5.801298042111882047e-01,5.420673916788408819e-01,4.734842107693794655e-01
5.648892639003775251e-01,5.343906869771705148e-01,8.028149594365227015e-01,5.366448007053585822e-01
1.557708564430414278e+00,1.366790379711064984e+00,1.655366483666251165e+00,1.479823136208893386e+00
1.373937070756908962e+00,1.225297526636377921e+00,1.418891653707202050e+00,1.305240217219063359e+00
9.465124424956858906e-01,8.903138160461331330e-01,9.342925226508452807e-01,8.991868203709015850e-01
6.634472664427096822e-01,5.810116685099728784e-01,7.545780401126394032e-01,6.302749031205742147e-01
-4.570559870052707807e-01,-4.762297017700938273e-01,-6.181613607706819558e-01,-4.342031876550072056e-01
-1.270502053923717956e+00,-1.144827570173820641e+00,-1.257835852110249730e+00,-1.206976951227531902e+00
-1.525479362611031675e+00,-1.410404483135492715e+00,-1.620377078399234172e+00,-1.449205394480479914e+00
-2.192994525456001043e+00,-1.970842684181959958e+00,-2.479200610121798487e+00,-2.083344799183200813e+00
-1.931938678191291503e+00,-1.632089844131695333e+00,-2.128233018992679693e+00,-1.835341744281726806e+00
-1.302682348646352573e+00,-1.225533747337039125e+00,-1.612033662335844886e+00,-1.237548231214034899e+00
-3.280591722263272447e-01,-1.703968112962320203e-01,-2.982144528967205499e-01,-3.116562136150108908e-01
7.895763990712231228e-01,6.887633113935250906e-01,9.968330094911871386e-01,7.500975791176619500e-01
1.472588645073509506e+00,1.409284649484759511e+00,1.634711162085995984e+00,1.398959212819834041e+00
2.225459707546366239e+00,1.952789600764441635e+00,2.736053460356613343e+00,2.114186722169047794e+00
2.218626428423245756e+00,1.890170689682957317e+00,2.503088021639256144e+00,2.107695107002083290e+00
1.791777201668077302e+00,1.568289779744235890e+00,1.996085139251172480e+00,1.702188341584673248e+00
1.535978656349681337e+00,1.423967503131591705e+00,1.708595074983564777e+00,1.459179723532197270e+00
1.563246679360211777e-01,1.944992708789321234e-01,3.256923453831334636e-01,1.485084345392201077e-01
-9.858299440406522729e-01,-9.579989916766368241e-01,-1.202064508702672674e+00,-9.365384468386196426e-01
-1.128442623269704459e+00,-9.603277713057422060e-01,-1.162262862901255467e+00,-1.072020492106219081e+00
-2.042527219730783994e+00,-1.855237699269305374e+00,-2.386119285098195153e+00,-1.940400858744244728e+00
-1.781921681609814234e+00,-1.605032669880051888e+00,-1.789658509677380938e+00,-1.692825597529323378e+00
-1.101315418774868604e+00,-8.497093061039092676e-01,-1.219387344515417304e+00,-1.046249647836125174e+00
-4.330070623408804331e-01,-4.667515065106667693e-01,-5.386567267605616438e-01,-4.113567092238363809e-01
1.618255138143777361e-02,1.018408723884938888e-01,-2.669731507058643177e-02,1.537342381236588354e-02
7.796121496429067044e-01,7.236955025245730422e-01,8.363241586810765682e-01,7.406315421607613247e-01
1.443824030960759286e+00,1.375999334218747094e+00,1.638838821821498204e+00,1.371632829412721355e+00
1.267528426448389256e+00,1.089060724183412709e+00,1.241435272977637672e+00,1.204152005125969760e+00
1.053559310571042795e+00,9.250152272136571430e-01,1.146521824013031932e+00,1.000881345042490711e+00
2.517118470328740809e-01,2.844177902040806449e-01,5.183373784287509389e-02,2.391262546812303602e-01
-2.971411991466980096e-01,-2.585227565323637289e-01,-2.696459002019637174e-01,-2.822841391893630703e-01
-1.198451150016245359e+00,-1.073703718256109774e+00,-1.133678182225979825e+00,-1.138528592515433147e+00
-1.543542466949200165e+00,-1.472101318579446483e+00,-1.667557200303700249e+00,-1.466365343601740090e+00
-1.242286764920716102e+00,-1.265613607033686305e+00,-1.172466326968205186e+00,-1.180172426674680253e+00
-8.871805544423518874e-01,-8.112177217172124033e-01,-1.195744050408991344e+00,-8.428215267202342487e-01
-2.753348205473997723e-01,-4.052607670232146186e-01,-3.855387496143087844e-01,-2.615680795200297504e-01
1.874990246881722278e-01,3.030970778107499042e-01,2.177370839414268511e-01,1.781240734537636039e-01
1.077772764023245511e+00,8.574264182431746706e-01,1.131324409848077028e+00,1.023884125822083213e+00
1.798963268262157245e+00,1.435222793718887946e+00,1.997057899834204564e+00,1.709015104849049393e+00
1.819418746339110049e+00,1.681238087023854355e+00,2.245343669911283868e+00,1.728447809022154447e+00
1.900622742600531323e+00,1.611504436427053211e+00,2.093729517279825370e+00,1.805591605470504568e+00
1.122376268141220157e+00,1.047713406672328373e+00,1.324989694543321050e+00,1.066257454734159005e+00
2.808749369194194490e-01,1.795676415058173880e-01,3.164131591416470268e-01,2.668311900734484654e-01
-7.204987907225594013e-01,-6.133413375998798545e-01,-7.519945577989953778e-01,-6.844738511864314479e-01
-1.324604229129137334e+00,-1.114153820716196286e+00,-1.528996601623382023e+00,-1.258374017672680312e+00
-2.064939781411036623e+00,-1.722547107905973762e+00,-2.273629810215314073e+00,-1.961692792340484770e+00
-2.351593523876811531e+00,-2.259870823704165588e+00,-2.696798126623386249e+00,-2.234013847682970955e+00
-1.947170935329682662e+00,-1.687074109563802882e+00,-2.071106338163306138e+00,-1.849812388563198517e+00
-1.076649551878411160e+00,-1.056080219408829901e+00,-1.193693812144331678e+00,-1.022817074284490646e+00
8.597691850502367505e-02,-9.679728499106518558e-03,9.657622033671060813e-02,8.167807257977248436e-02
7.362654027871236018e-01,6.550445224296181923e-01,9.082481312074172086e-01,6.994521326477673995e-01
1.716647106780897936e+00,1.476992450259349443e+00,1.872401669441473349e+00,1.630814751441852950e+00
2.007948958133503048e+00,1.888186497619602333e+00,2.226200513169103168e+00,1.907551510226827896e+00
2.179486396061300013e+00,1.807573154443137486e+00,2.623755356074195078e+00,2.070512076258234746e+00
1.507512083360041943e+00,1.321014868008213439e+00,1.826192646063092839e+00,1.432136479192039680e+00
4.284470628294070327e-01,3.521418680025690251e-01,4.839597435864071984e-01,4.070247096879366366e-01
-7.284457489757481530e-02,-1.523219856272605144e-01,-9.897881802068433932e-02,-6.920234615269607592e-02
-8.536696603204046996e-01,-6.065109224607413418e-01,-7.975713590298233457e-01,-8.109861773043843813e-01
-1.130010010127852516e+00,-1.166144434916141837e+00,-1.443025670435807095e+00,-1.073509509621459745e+00
-1.088879438393904442e+00,-9.798631876187768874e-01,-9.604102175509476869e-01,-1.034435466474209253e+00
-9.139711044425399278e-01,-8.876559073287627610e-01,-1.053579908915890373e+00,-8.682725492204128592e-01
-4.345474390819583643e-01,-4.588659700310744882e-01,-4.652192006803222979e-01,-4.128200671278604017e-01
5.867347708361897451e-02,9.898447832681597780e-02,1.613212340615993723e-01,5.573980322943802163e-02
1.072836768415147413e+00,8.606732666603194026e-01,1.157111880281256555e+00,1.019194929994390098e+00
1.260816346914012565e+00,1.069174474630165461e+00,1.413987860694944310e+00,1.197775529568311903e+00
1.476142707164322054e+00,1.332760678145509026e+00,1.594225406676839762e+00,1.402335571806105907e+00
1.137573727108255106e+00,1.088523040628427196e+00,1.208604497857058480e+00,1.080695040752842395e+00
3.471312300766487002e-01,3.256708028679287104e-01,4.230548365335219385e-01,3.297746685728162319e-01
-3.877470234196606080e-01,-4.271211293525701280e-01,-4.938240302946513283e-01,-3.683596722486775499e-01
-1.122648704301671518e+00,-9.107956551588122229e-01,-1.177381805234108736e+00,-1.066516269086587920e+00
-1.582771791741615974e+00,-1.471401472025581469e+00,-1.700877120959665145e+00,-1.503633202154535109e+00
-2.104833498410108916e+00,-2.041027293175208257e+00,-2.443464167030781731e+00,-1.999591823489603293e+00
-1.578515937762267063e+00,-1.256777815104090035e+00,-1.799195703449280037e+00,-1.499590140874153654e+00
-7.992308041493195736e-01,-6.595101641044982532e-01,-8.114235602626536092e-01,-7.592692639418535672e-01
-4.403776836922207449e-01,-6.115094322971252883e-01,-5.661937941706154387e-01,-4.183587995076096799e-01
8.783249573253903986e-01,8.532168321982771531e-01,9.968339203325090603e-01,8.344087094591208231e-01
1.939591036716287853e+00,1.673121988839505692e+00,2.248439211684689631e+00,1.842611484880473327e+00
2.392106927211095080e+00,2.264920397472024671e+00,2.625705837721427294e+00,2.272501580850540215e+00
2.130506184098432509e+00,1.906130825625959924e+00,2.347364649462146513e+00,2.023980874893510862e+00
2.283281626004380893e+00,2.013284363296822921e+00,2.360173376136279089e+00,2.169117544704161737e+00
1.108295083070547804e+00,1.093373113214931136e+00,1.254046550650487424e+00,1.052880328917020325e+00
3.291083531329259682e-01,3.273849851534459399e-01,3.462599120871825975e-01,3.126529354762796475e-01
-4.577463440419060059e-01,-3.002490998689739676e-01,-6.874238543129905787e-01,-4.348590268398107028e-01
-1.464182528853198662e+00,-1.282635223055430096e+00,-1.687855988691658649e+00,-1.390973402410538684e+00
-2.497470845242583337e+00,-2.259732185461195364e+00,-2.761808022734397294e+00,-2.372597302980453904e+00
-1.622536762444259928e+00,-1.399427591280065108e+00,-1.946584856007822717e+00,-1.541409924322046932e+00
-1.641247149291437557e+00,-1.501252957726965764e+00,-1.772349402737627422e+00,-1.559184791826865535e+00
-7.156636534349587464e-01,-6.785918192229436485e-01,-8.530257829062911634e-01,-6.798804707632107869e-01
2.065882104644654882e-01,7.036686015106094483e-02,3.796105553432670421e-01,1.962587999412422068e-01
8.552851772441255607e-01,8.168660962167588746e-01,1.072790072986256726e+00,8.125209183819191994e-01
1.244305082353478920e+00,1.150287894967362723e+00,1.320903635053513936e+00,1.182089828235804996e+00
1.229300227898317166e+00,1.152939487897166826e+00,1.357345244804248896e+00,1.167835216503401163e+00
9.204080013870248322e-01,8.384927936293110617e-01,1.088611216088561928e+00,8.743876013176735684e-01
3.782476877567624296e-01,5.039205812529673478e-01,3.575719686803133790e-01,3.593353033689242748e-01
-4.960427436576482774e-01,-3.072000995398638246e-01,-4.281066316678391881e-01,-4.712406064747658441e-01
-7.096341574740915314e-01,-4.169122630877862834e-01,-1.038112949248473971e+00,-6.741524496003868938e-01
-1.612519666729290035e+00,-1.606069365182148934e+00,-1.887560135667742722e+00,-1.531893683392825389e+00
-1.426540602260941037e+00,-1.400778208608861375e+00,-1.631123356867192120e+00,-1.355213572147893952e+00
-7.414175688287312216e-01,-6.015738053809083219e-01,-9.245556401825578696e-01,-7.043466903872945828e-01
-4.361167806781606204e-01,-2.208272799773090544e-01,-4.572243018101018186e-01,-4.143109416442525839e-01
4.611868392695975816e-01,4.562174255711751725e-01,5.221274054747371274e-01,4.381274973061176636e-01
1.392670338549383713e+00,1.269067838248396640e+00,1.612894818550547393e+00,1.323036821621914383e+00
1.699932867136035197e+00,1.424959472351277956e+00,2.008044572432392982e+00,1.614936223779233293e+00
2.162736728168030087e+00,1.918069769047070272e+00,2.307105944011519583e+00,2.054599891759628427e+00
1.812706964667221143e+00,1.493560141863722990e+00,1.903855741631479859e+00,1.722071616433860086e+00
9.990850029955994360e-01,9.042035324379202876e-01,1.211837802257525798e+00,9.491307528458193810e-01
-1.368898301447104282e-01,-3.466459970906636545e-02,-5.017340863970683185e-02,-1.300453386374748888e-01
-6.594127897009164352e-01,-4.946865533105659907e-01,-7.651731213264857390e-01,-6.264421502158705746e-01
-1.756282551850002038e+00,-1.547335362444357321e+00,-1.963163746289760869e+00,-1.668468424257501859e+00
-2.026180039660554932e+00,-1.883437959613781354e+00,-2.198191660869752262e+00,-1.924871037677527097e+00
-2.426212926288528138e+00,-2.152984640686658402e+00,-2.897608085568185832e+00,-2.304902279974101464e+00
-1.735903791325491552e+00,-1.352030481474075785e+00,-1.896697857681020949e+00,-1.649108601759216919e+00
-1.225453801976672086e+00,-1.288055937621697788e+00,-1.267858106896738724e+00,-1.164181111877838459e+00
2.959754790091012611e-02,2.834613657144817792e-02,-4.652213019979048458e-02,2.811767050586461841e-02
8.668480448312573250e-01,8.214470984498536410e-01,7.956104414736443475e-01,8.235056425896943866e-01
1.596795797300688990e+00,1.339809796410217135e+00,1.802672825012089808e+00,1.516956007435654508e+00
2.189930831214438101e+00,2.109017042265269648e+00,2.337130795330998101e+00,2.080434289653716018e+00
1.673277477686178960e+00,1.521584008393065179e+00,1.837870457243081956e+00,1.589613603801870001e+00
1.440966923272708922e+00,1.260302838223281041e+00,1.775399180734209326e+00,1.368918577109073498e+00
6.503162057975289123e-01,6.942273829702485521e-01,5.497232269210380329e-01,6.178003955076524223e-01
-1.098810568692394490e-01,-6.972330436211929272e-02,-2.175931763427996768e-01,-1.043870040257774690e-01
-1.218064172061984474e+00,-8.682416943827504507e-01,-1.358213895392862414e+00,-1.157160963458885305e+00
-1.050524796805576422e+00,-7.640533199114872831e-01,-1.128323445244684420e+00,-9.979985569652976007e-01
-1.468899459826707554e+00,-1.364200846736868922e+00,-1.528138377719983954e+00,-1.395454486835372210e+00
-1.076206896949661651e+00,-1.090128748662941405e+00,-1.128501772829550109e+00,-1.022396552102178502e+00
-1.263340788392019465e-01,-1.249880804916221749e-01,-2.597085692349735409e-01,-1.200173748972418464e-01
3.620695003823583003e-01,4.710616163319507610e-01,4.324030202748741503e-01,3.439660253632403908e-01
1.071863627591514767e+00,1.127847707261901977e+00,1.270340741707498777e+00,1.018270446211938962e+00
8.947139931809465763e-01,6.278358061457578465e-01,9.769542971822795518e-01,8.499782935218992419e-01
1.383954402781671700e+00,1.157914393600123937e+00,1.347622820799124987e+00,1.314756682642588048e+00
1.148936375712964475e+00,9.919688390494478814e-01,1.137852508882819969e+00,1.091489556927316196e+00
3.996657132056451456e-01,3.029148055849687493e-01,5.168141679693887269e-01,3.796824275453628550e-01
-5.882537122773205951e-01,-5.680120529636757398e-01,-9.448399920740957469e-01,-5.588410266634545875e-01
-1.238466335359120762e+00,-1.148279300738634490e+00,-1.340434649433258851e+00,-1.176543018591164724e+00
-1.924172489909435901e+00,-1.614306496975367988e+00,-2.194140715605594760e+00,-1.827963865413964051e+00
-2.500501203167289965e+00,-2.378040476155207195e+00,-2.847073522821035318e+00,-2.375476143008925511e+00
-1.702114164574200172e+00,-1.586905593041676443e+00,-1.892430663912261668e+00,-1.617008456345490064e+00
-1.094257744170878288e+00,-9.950917674555641579e-01,-1.251366251967912735e+00,-1.039544856962334229e+00
-4.107068178921379764e-01,-4.134902006605102320e-01,-4.022321909444122046e-01,-3.901714769975310748e-01
8.297843748584265988e-01,6.709738043163355758e-01,9.125105404980011770e-01,7.882951561155052689e-01
1.937185893052615793e+00,1.582150265889964880e+00,1.943438536257329208e+00,1.840326598399985025e+00
2.208028494627865435e+00,1.890541694757550850e+00,2.411086324340485199e+00,2.097627069896471852e+00
2.304060425924785438e+00,2.090496859479489711e+00,2.337205792262115445e+00,2.188857404628546277e+00
1.544234564425481349e+00,1.136790744358262106e+00,1.631002302327556830e+00,1.467022836204207259e+00
1.125708474531948111e+00,8.976273472857698721e-01,1.221846341172613926e+00,1.069423050805350606e+00
-1.934180466938896781e-01,-9.825290246051571197e-02,-1.801509340171550122e-01,-1.837471443591951747e-01
-8.639556276229442000e-01,-7.902512324457343640e-01,-9.290250926436022239e-01,-8.207578462417969289e-01
-1.649781471710760616e+00,-1.589257117209504910e+00,-1.965298146800917856e+00,-1.567292398125222475e+00
-1.951573584997134958e+00,-1.738338928939454187e+00,-2.147370183749154116e+00,-1.853994905747278210e+00
-2.280868073801253448e+00,-1.932762123754280248e+00,-2.546493187869352859e+00,-2.166824670111190621e+00
-1.316407576159112303e+00,-1.144927909656854093e+00,-1.464743656651041004e+00,-1.250587197351156643e+00
-6.830359558935034103e-01,-6.836937173362694908e-01,-7.075169354070890426e-01,-6.488841580988281565e-01
1.711830830036142337e-01,1.890150516735938924e-03,9.853325443944528639e-02,1.626239288534335192e-01
1.093848329452859591e+00,9.500343277816878373e-01,1.273523853994564803e+00,1.039155912980216590e+00
1.502163752975995248e+00,1.287814594698886150e+00,1.554277241488866812e+00,1.427055565327195463e+00
1.298783067244268175e+00,1.061691181338124013e+00,1.468182296894657846e+00,1.233843913882054721e+00
7.262809866072598153e-01,6.188974284305157614e-01,9.820455654583989391e-01,6.899669372768968412e-01
3.166502982033547187e-01,3.567398168439234740e-01,1.667494921425143051e-01,3.008177832931869800e-01
-3.337521405784354966e-01,-2.761039932005503461e-01,-2.338462946870641102e-01,-3.170645335495136941e-01
-1.095684588408966320e+00,-8.660406238196631801e-01,-1.315504582812362155e+00,-1.040900358988517960e+00
-1.415660281173141133e+00,-1.370706645689354408e+00,-1.341088689606919182e+00,-1.344877267114483965e+00
-1.343559207846101167e+00,-1.371945489472667257e+00,-1.512285312005710036e+00,-1.276381247453796108e+00
-1.002201122120842447e+00,-7.339666639388171543e-01,-1.265944225341173679e+00,-9.520910660148003135e-01
2.977032369494997388e-02,1.631715486899786849e-01,-7.182873945829809648e-02,2.828180751020247310e-02
5.834870554763788020e-01,5.693938615208896659e-01,6.294543447120292123e-01,5.543127027025598341e-01
9.628516043581811790e-01,6.837748004468149343e-01,1.179231505156919768e+00,9.147090241402721089e-01
2.031741664381707224e+00,1.774199153868660117e+00,2.300946699283435759e+00,1.930154581162621730e+00
1.853151899065881292e+00,1.602928780601757586e+00,2.079429950498374424e+00,1.760494304112587116e+00
1.551177561434891494e+00,1.402416935804776221e+00,1.784402683077763063e+00,1.473618683363146831e+00
1.163633978246772172e+00,9.970433020696227722e-01,1.400191182816247659e+00,1.105452279334433463e+00
4.308823035720774630e-01,4.972131451004210834e-01,6.293102113735287162e-01,4.093381883934735788e-01
-5.579077555556277712e-01,-2.610907501130793618e-01,-7.482329141151888852e-01,-5.300123677778463271e-01
-1.704847737773529381e+00,-1.584842799251985790e+00,-1.781953334217320606e+00,-1.619605350884852912e+00
-2.118942866996395225e+00,-1.901686076005717929e+00,-2.217983982571952062e+00,-2.012995723646575197e+00
-2.151736506016786787e+00,-1.934695616398884210e+00,-2.474026111177220599e+00,-2.044149680715947159e+00
-1.721169752603635139e+00,-1.534796576438850924e+00,-1.906864751224380816e+00,-1.635111264973453382e+00
-8.520745287231064058e-01,-8.976674789332917959e-01,-1.009241160024516804e+00,-8.094708022869510078e-01
-5.669189240117795681e-01,-3.839966171398864203e-01,-7.314880747848784281e-01,-5.385729778111905119e-01
8.051458561924027535e-01,7.406523539918482557e-01,9.009489074525830477e-01,7.648885633827825492e-01
1.710531587414980237e+00,1.491562477265505837e+00,1.775197329045464123e+00,1.625005008044231092e+00
1.917409138529257762e+00,1.627241693827609303e+00,2.082193426408837311e+00,1.821538681602794751e+00
2.059884549617360783e+00,1.784771309026428998e+00,2.369752174580066928e+00,1.956890322136492610e+00
1.210737199400298447e+00,1.096601100512111238e+00,1.447360712176838593e+00,1.150200339430283547e+00
8.142592724880464150e-01,6.803763666556084111e-01,9.066726664636742816e-01,7.735463088636440609e-01
3.017036837810271876e-02,7.263039937179865957e-02,6.989565912328268849e-02,2.866184995919758213e-02
-8.351846489949048546e-01,-7.123312688293143013e-01,-8.646589061962705047e-01,-7.934254165451595231e-01
-1.147260706598059565e+00,-9.175314001791206042e-01,-1.407728078035576758e+00,-1.089897671268156509e+00
-1.158936667598614800e+00,-7.426391642398075810e-01,-1.309337281584289858e+00,-1.100989834218683905e+00
-9.539991655591197883e-01,-9.405484069455849472e-01,-1.151811680553368689e+00,-9.062992072811637545e-01
-9.154310081326944015e-02,-1.529664971329029455e-01,-7.579749438805558071e-02,-8.696594577260596814e-02
3.271439151999200323e-01,4.275073808185481106e-01,3.162407105132570839e-01,3.107867194399240307e-01
9.986500418083562591e-01,9.341701416356498200e-01,9.954259647472315509e-01,9.487175397179383740e-01
1.184279522006332463e+00,1.026362868084158331e+00,1.426314368211568651e+00,1.125065545906015707e+00
1.749368240135665609e+00,1.436644793722962055e+00,1.830836127065247787e+00,1.661899828128882151e+00
1.201184359323240969e+00,1.018280849442031455e+00,1.337530265998216228e+00,1.141125141357078876e+00
5.362335274425577003e-01,4.394637777042234572e-01,4.892915099559692615e-01,5.094218510704298097e-01
-5.550965615002881881e-01,-5.538661414398874383e-01,-7.146689189830287559e-01,-5.273417334252737954e-01
-1.434681788125344415e+00,-1.240058070345404939e+00,-1.471283241428934740e+00,-1.362947698719077172e+00
-2.245913430580910308e+00,-2.018237420118627501e+00,-2.586116302477943218e+00,-2.133617759051864571e+00
-2.447171884183346080e+00,-2.180564786187537685e+00,-2.664334851321486397e+00,-2.324813289974178687e+00
-1.695062666457686218e+00,-1.504708088069547367e+00,-1.821034118852392858e+00,-1.610309533134801852e+00
-5.984704467066908062e-01,-5.510981624833188874e-01,-6.487522964047234275e-01,-5.685469243713562326e-01
-5.762653690735109607e-02,2.306500913996394064e-02,4.267657386729976909e-02,-5.474521006198353884e-02
9.256943064540869015e-01,1.017593626047154753e+00,9.572930813357949376e-01,8.794095911313825065e-01
1.627202068281117908e+00,1.461445009725855115e+00,1.750097698747831609e+00,1.545841964867062046e+00
2.304605065042339529e+00,1.909869902969689726e+00,2.724302416703152208e+00,2.189374811790222530e+00
2.219964940182274304e+00,1.926133707582245114e+00,2.271755983915993760e+00,2.108966693173160323e+00
2.031458117387696216e+00,1.723683773262287167e+00,2.036719855982526806e+00,1.929885211518311383e+00
1.512296002530391092e+00,1.348352027770818973e+00,1.656430139490194131e+00,1.436681202403871538e+00
